customer_id,age,location,previous_claims,policy_type,gender,income_bracket,policy_duration_months,coverage_amount,premium_paid,vehicle_age,late_payments,Filed_Claim
73,19,Nairobi,3,Auto,Female,Medium,53,3502997.6808940372,12525.11029773887,19.545131944086634,1,0
74,37,Nairobi,0,Home,Male,High,34,2852225.3121842463,9181.075443093594,2.3563646856789333,2,0
75,45,Eldoret,5,Auto,Male,High,65,588829.2932462214,31911.627642194417,7.088761034464641,0,0
76,64,Kisumu,2,Auto,Female,Low,73,2211104.3006360712,27805.410058117646,14.672502527176292,0,0
77,77,Mombasa,0,Home,Male,High,69,3385698.5700464356,27475.636644413997,11.180298161278827,3,0
78,24,Kisumu,1,Auto,Male,Low,56,4497099.319067809,49756.36673575413,11.522295678392904,2,0
79,61,Nairobi,1,Auto,Male,Low,95,1131373.6727685751,1052.3459494639708,8.61139993631927,1,0
80,78,Mombasa,0,Auto,Male,Medium,92,1808152.3632356534,23222.019612305143,16.88572952630068,4,1
81,25,Nairobi,0,Health,Female,Low,106,1835008.7967027596,16039.129156166558,1.2897877532845126,5,0
82,64,Nairobi,0,Auto,Male,Medium,93,2645597.7119891276,21968.927342980187,4.58463911860229,0,0
83,52,Nairobi,0,Auto,Male,High,40,4321876.06459312,46969.85136381132,14.06270394946649,2,0
84,31,Mombasa,0,Home,Male,Medium,59,2007854.0727152706,40617.933846998414,16.38665393424815,2,0
85,34,Nakuru,1,Auto,Female,Low,43,776700.1412657427,10881.104902957251,19.413203678859873,2,0
86,53,Nakuru,0,Home,Female,High,19,2557442.311167265,35507.9037021003,5.921979478810957,0,0
87,67,Kisumu,0,Home,Male,Low,61,236457.88652341632,29402.06170043885,4.406619188400112,4,1
88,57,Nairobi,0,Auto,Male,High,20,1755061.0911947894,20996.66759454362,5.167946812064976,2,0
89,21,Kisumu,0,Auto,Female,High,57,2595449.4267976386,17756.093869650736,4.986595965824225,2,0
90,19,Eldoret,3,Auto,Male,Medium,17,2612524.412261973,30322.219589005905,9.53453840198522,5,0
91,79,Nairobi,3,Auto,Male,Low,80,4106621.0274404828,23983.02290649625,5.674610034774352,2,0
92,23,Nakuru,2,Auto,Female,Medium,56,4015543.416688025,27936.74714203695,2.784621503140201,3,0
93,71,Nairobi,1,Auto,Female,Low,88,1449032.41566114,38875.61435043131,1.0734286932868176,1,0
94,59,Nakuru,0,Home,Male,Low,36,1540171.903541352,48383.57421102212,5.116582705256745,4,0
95,21,Eldoret,2,Auto,Female,Medium,106,4909240.283532805,21131.642902156807,16.350281852479537,3,0
96,71,Eldoret,0,Auto,Male,Low,109,1987853.3625168023,21899.653471534875,16.890649590979365,4,0
97,46,Nairobi,0,Health,Female,Low,92,756980.7017707126,42192.38556564077,11.820868658005502,3,0
98,80,Nairobi,0,Auto,Female,Low,68,3301846.6095864237,7361.986389132432,7.914275232252863,2,0
99,35,Nairobi,0,Home,Female,Medium,37,1255399.388261733,40241.02743039793,5.3289618991880054,1,0
100,43,Nairobi,0,Health,Male,Medium,95,3036761.600885751,20167.54640213691,0.7887787724694428,0,0
101,61,Nairobi,2,Auto,Female,Low,17,4115333.4346469077,21342.11263193616,19.807562430155976,4,0
102,51,Kisumu,0,Health,Male,Low,107,909613.9629685115,15533.50525722369,7.634290415387079,4,1
103,27,Kisumu,0,Home,Female,High,108,2285588.466673664,7013.297976701743,7.458439090204001,1,0
104,79,Mombasa,1,Home,Male,High,70,1945597.5660105336,37518.75280084626,7.948761832443414,3,0
105,53,Mombasa,0,Home,Female,Low,95,4996965.912645563,45042.08155238667,15.536358121327538,4,0
106,31,Nairobi,0,Home,Female,Low,71,3572580.443209286,25602.384739310593,13.167666411684964,1,0
107,48,Nakuru,0,Home,Male,Low,22,457724.642286738,10397.30277225421,18.864948628671783,5,0
108,65,Nairobi,1,Auto,Female,Low,58,1181551.6324552114,16196.279630376974,1.491349319686739,2,0
109,32,Kisumu,1,Auto,Male,Medium,63,828437.1413246136,5134.9331818326955,19.217334078707665,0,0
110,25,Kisumu,2,Health,Male,Medium,21,125362.39096603385,41697.276052175905,11.790161043269134,1,1
111,31,Eldoret,1,Auto,Male,Medium,54,1613464.8911343575,26515.0495045541,18.588669506772916,0,1
112,40,Nairobi,0,Auto,Male,Low,50,1656062.8539202341,48955.6662036726,15.278942757571468,1,0
113,77,Kisumu,3,Home,Male,High,94,1213217.3661098937,38847.34228866309,19.726542878781302,4,0
114,74,Mombasa,1,Auto,Male,Medium,38,2787855.775798613,36582.79927814781,4.259787917445923,1,0
115,79,Nairobi,2,Home,Female,Low,51,1131327.956482152,22461.89344860219,10.413482400240836,0,0
116,57,Mombasa,1,Home,Male,Medium,109,4708274.244637749,18089.89968598014,18.77248015792387,1,0
117,38,Nakuru,0,Home,Male,Medium,47,3675687.914425725,14521.493185670333,2.7502000114839986,2,0
118,33,Nakuru,0,Home,Female,Low,31,650933.2638547831,49437.60351638134,15.600623390523616,3,0
119,62,Nairobi,0,Home,Male,Medium,57,1380862.3095951353,12306.871250993016,18.27911928123764,3,0
120,35,Nairobi,1,Home,Female,Low,80,4913068.270826094,8190.223458675399,7.49876493136256,4,0
121,64,Nairobi,0,Auto,Female,Medium,85,1040916.5773087767,24075.087819812023,8.861244817980229,2,0
122,70,Nairobi,1,Home,Male,Low,74,628938.0922121452,26380.836818422602,16.641085165025757,2,0
123,41,Nairobi,0,Health,Female,High,43,1199972.2850700729,9693.303506820266,11.328256475887514,3,0
124,43,Nairobi,0,Home,Female,Medium,51,3583588.940066744,18136.23790363081,9.570133410182809,1,0
125,42,Nakuru,2,Auto,Female,Low,51,2613470.683484862,15335.568396790852,5.481372291816613,4,0
126,77,Nakuru,0,Home,Male,High,103,384444.7824226137,37332.24540630508,10.722329208525732,1,0
127,77,Nairobi,0,Home,Female,High,40,1840836.485971956,24927.2459234198,7.517491481450764,3,0
128,77,Nairobi,0,Auto,Female,Medium,33,478771.5467174334,39086.948298781455,9.42252536397335,1,0
129,62,Kisumu,0,Home,Female,Medium,84,1488879.3576500884,5507.646201125418,17.002336621674246,2,1
130,58,Nairobi,0,Auto,Male,Low,77,896263.6298776832,16487.389814290444,16.91160326511046,4,0
131,46,Mombasa,1,Home,Female,Medium,88,1141843.2282953823,15616.324474180048,0.4199135517825381,3,0
132,32,Mombasa,1,Health,Female,High,46,3901905.5147940954,23460.379326407186,10.917148683343454,3,0
133,62,Eldoret,5,Health,Female,Medium,38,3928311.995163361,20747.123434198533,19.01462383681159,0,0
134,18,Mombasa,1,Home,Male,Low,74,3675459.510291056,13791.151702469031,8.920623624084818,0,0
135,42,Kisumu,0,Auto,Male,High,41,3456832.0801836983,41076.86429563285,2.208169736812755,3,1
136,24,Mombasa,1,Auto,Male,Medium,40,1263567.6321628017,45428.93808197525,0.22561205351329328,5,1
137,26,Nairobi,0,Auto,Female,High,46,2231634.896473567,38979.140305331384,8.163142261164765,1,0
138,41,Kisumu,0,Auto,Female,Low,48,2327227.196294313,35325.012602193376,17.538559231638356,0,0
139,18,Kisumu,1,Home,Male,Low,37,2697547.464824055,29857.62106617097,17.854437379716625,3,0
140,61,Nairobi,0,Home,Female,Low,15,4288913.385489269,17450.545973975484,13.233227087522385,2,0
141,25,Nairobi,2,Auto,Male,Low,110,4448698.540519039,46005.23911726304,19.059009331012454,0,0
142,41,Nairobi,2,Home,Male,Low,21,1119460.9836184257,32783.002087972825,1.4452366932441096,5,0
143,80,Nakuru,0,Home,Male,Low,31,2188370.6722216336,44584.05381674001,7.409883349962607,0,0
144,28,Nairobi,3,Health,Male,Medium,71,782720.5339213721,23191.92472969803,15.852668894418711,4,0
145,68,Nairobi,1,Health,Female,High,21,3258469.397308592,21192.67729798983,16.79756615337563,0,1
146,34,Nairobi,0,Health,Female,Low,41,2881747.410442144,4771.456426530969,1.8298727780578816,2,0
147,25,Mombasa,0,Home,Female,Low,86,4261592.566857514,17531.872712263164,11.743075525817591,5,0
148,52,Nairobi,2,Auto,Male,Low,27,2618513.7966643483,19906.56048489828,13.322604163374441,1,0
149,52,Nakuru,0,Auto,Male,Low,18,3916408.196852127,25216.49873086116,4.437950165564102,0,0
150,50,Eldoret,1,Home,Male,High,34,1624546.9617948476,24281.438444889332,0.6670000421807742,2,0
151,76,Kisumu,2,Home,Male,Low,51,3486554.66231944,45978.14880291018,0.41423707568094326,4,0
152,22,Mombasa,1,Health,Male,Low,12,248798.2353318192,25858.208112124317,7.1799938939382475,0,1
153,59,Nairobi,0,Auto,Male,High,56,800059.4749140729,42419.44252277165,2.549293634324814,0,0
154,56,Nairobi,0,Health,Male,High,18,2262497.2638831344,7292.444452648268,11.424339785872492,5,0
155,75,Mombasa,1,Auto,Female,Medium,52,4440125.615240279,29034.542304449158,4.999412106141432,1,1
156,58,Nairobi,2,Auto,Male,Low,79,4431314.908339354,27357.015196026317,6.762031628523668,5,0
157,45,Nairobi,1,Auto,Female,High,13,3013910.976145038,8636.614544963271,6.891624284997706,0,0
158,24,Kisumu,0,Auto,Female,Medium,28,692944.9108226062,13010.877017552986,18.626119657970676,1,0
159,26,Nairobi,1,Health,Male,Medium,115,3420779.439825238,25516.778536119735,17.23165162415809,2,0
160,25,Nakuru,0,Auto,Male,Medium,20,925562.4531427611,26541.5074350389,12.975269904003257,4,0
161,29,Nairobi,0,Home,Male,Medium,22,1784802.8014387675,45103.334859615185,3.1397259715355608,1,0
162,51,Mombasa,0,Home,Male,High,55,1605227.2730703796,9059.94413265813,1.5390214448751616,0,0
163,50,Kisumu,0,Auto,Female,Low,94,4428105.45209932,15931.897629980589,7.114049895170538,1,0
164,65,Mombasa,0,Auto,Male,Low,67,3483172.2918970487,12763.593601626526,11.421797954082848,1,0
165,72,Nairobi,0,Auto,Male,Medium,25,401730.39435526193,39347.274611754874,14.499785958645734,0,0
166,40,Kisumu,2,Auto,Male,High,90,4224764.575912613,11579.48837245499,0.4804392124161594,3,1
167,79,Eldoret,2,Auto,Male,Low,58,2180485.8259737343,45038.412831474445,3.89579862808066,3,0
168,41,Kisumu,2,Auto,Female,Medium,83,3786084.6342528034,46596.827456387204,8.768748439376257,4,0
169,54,Nairobi,1,Health,Female,Medium,70,3894559.962367102,6486.998069444051,7.192332219259603,3,0
170,52,Kisumu,0,Home,Male,High,71,4993470.675729985,11626.834239032138,9.165740736451777,5,0
171,61,Mombasa,2,Home,Female,Medium,44,1767373.8167826447,19831.985887116745,6.547885802067778,1,1
172,57,Kisumu,0,Home,Female,Low,67,4328994.402437075,43487.71510192606,11.75721692390821,2,0
173,39,Nakuru,0,Health,Female,Medium,13,1469643.4199725606,6974.007247787284,17.319879140088034,4,0
174,44,Nairobi,1,Health,Female,Low,13,4977923.711508967,17881.04270492174,1.638415710068717,3,0
175,52,Kisumu,2,Auto,Male,Medium,71,2080743.5851878093,35363.41474246081,5.859787376719581,0,0
176,18,Mombasa,0,Home,Female,Low,31,3317892.2934974283,36432.42382961697,5.326586765875694,3,0
177,52,Mombasa,2,Home,Female,Medium,34,4972823.344206697,18464.015206650034,10.882701108794063,5,0
178,54,Eldoret,1,Home,Female,High,93,1042066.4499265883,48195.619710040046,17.84416164802791,1,0
179,64,Nakuru,1,Health,Female,Medium,41,3138798.8424916524,18270.905885917346,16.39825411744459,2,0
180,31,Kisumu,0,Auto,Male,Medium,96,4991966.176997616,31062.14115271165,18.05110451480225,5,0
181,20,Nairobi,3,Home,Female,Low,47,4722602.527711506,31153.151024974693,4.250543695274002,3,0
182,18,Nairobi,1,Home,Male,Medium,78,1142666.7310557493,40221.205067903335,6.870973617340319,2,0
183,22,Mombasa,2,Health,Male,Low,68,538689.5447197397,18485.440052458554,5.509576180083631,0,0
184,43,Eldoret,1,Home,Male,Low,28,2159059.8479447425,21105.02736354716,10.918303698881966,1,0
185,72,Nairobi,0,Home,Female,Medium,35,3828609.4972456815,21492.001761960717,13.423485370066588,1,0
186,80,Nairobi,0,Health,Male,Medium,113,3959066.45086949,3876.624974145212,8.307641604255704,0,0
187,31,Nairobi,0,Home,Female,High,79,3056768.3933242443,36899.70908382405,6.154849216455531,3,0
188,56,Eldoret,3,Health,Male,Medium,84,3093695.3950945395,38663.67076478321,12.63859290369984,1,0
189,44,Nairobi,2,Auto,Male,Low,44,647263.2565079442,41210.48383097686,9.966825526444808,2,0
190,26,Kisumu,1,Health,Male,Medium,68,2233984.597795781,36004.58368686058,16.57440643080377,0,0
191,32,Kisumu,2,Auto,Female,Low,109,2902033.419339493,30034.10036508718,1.0788702949777829,4,0
192,32,Eldoret,1,Home,Female,High,56,3433814.2157778507,28648.163378090205,14.721443087981285,4,1
193,43,Mombasa,2,Home,Male,Low,65,504283.1034781099,32541.37890581457,13.855258716507553,3,0
194,59,Mombasa,0,Health,Female,Medium,43,3468722.51329281,1395.0880899095207,17.333999140937678,2,1
195,77,Nairobi,0,Auto,Male,Low,70,4709280.571257749,22946.890277877035,16.89895763830338,0,0
196,30,Kisumu,0,Auto,Male,Medium,19,3941865.215154892,2945.9347546706304,3.006106707395344,3,0
197,68,Mombasa,1,Home,Female,Medium,71,3138187.931041918,24930.34048201122,12.826569865487542,3,1
198,80,Nakuru,1,Home,Male,High,26,530821.7160367679,8287.975798659845,12.082805258603242,0,1
199,49,Nairobi,0,Health,Female,Low,42,3982064.53230303,1457.2588314311167,13.888143594735887,5,0
200,56,Nairobi,0,Home,Male,Low,75,3331629.768500468,36792.81772761724,19.625534318004195,3,1
201,66,Nairobi,0,Health,Female,High,16,2766035.684580681,35522.501091435806,2.188557357839873,5,0
202,69,Nairobi,0,Health,Female,High,53,4020609.6865155175,19948.057941374238,12.584625352988102,3,0
203,78,Eldoret,0,Home,Female,Low,117,3388785.6947832284,4208.118686161809,11.937972564561019,1,0
204,49,Nairobi,0,Auto,Male,High,40,2375011.317018497,48771.339880330095,0.14934977619477374,4,0
205,21,Kisumu,2,Auto,Male,Low,25,1211139.2385623339,8390.464199630369,13.173014997522174,5,0
206,47,Nairobi,0,Auto,Male,Medium,63,2546483.8463073233,24927.692267889022,9.943170529711878,2,0
207,54,Nairobi,1,Home,Female,Medium,64,812650.0309045886,14331.701257376502,15.459822796269014,5,0
208,40,Kisumu,0,Auto,Male,High,24,347968.54755010415,7485.417163432074,15.104748364600614,4,0
209,56,Nairobi,1,Home,Female,Low,71,1208099.6526525912,26126.463032804593,0.8731224245181313,0,1
210,62,Nairobi,2,Home,Male,Low,59,1867150.3745690542,10599.138508423799,15.608235459468139,5,0
211,32,Mombasa,0,Health,Male,Medium,37,3251686.357791976,18678.443212964605,17.944099976540258,4,0
212,60,Kisumu,1,Home,Male,Low,95,2521901.9254301637,30718.589289412903,12.640116620866596,5,1
213,46,Nairobi,0,Home,Male,Medium,42,3688968.7743448378,19955.006834269883,17.384190980058246,5,0
214,53,Nakuru,0,Auto,Female,Medium,47,3700507.325944464,26453.025679227263,4.162790005141206,4,0
215,30,Mombasa,2,Auto,Female,High,38,3545071.878951676,12368.436639040958,18.02054402884121,4,0
216,49,Mombasa,0,Auto,Female,Low,112,2760006.260478642,35104.19892773699,18.71772376419287,1,1
217,24,Nairobi,2,Auto,Female,Low,108,3332014.506868703,32092.81890978067,5.696189622419176,4,0
218,76,Nairobi,1,Health,Female,Medium,104,4888260.844698799,34955.2183542043,6.907333647173739,4,0
219,68,Nairobi,2,Home,Male,Medium,102,3543618.015780029,17648.14446060334,14.218177215900813,4,0
220,39,Nairobi,0,Auto,Female,Medium,15,3725276.224615469,47083.517553842095,6.721373392870804,0,0
221,45,Kisumu,0,Health,Female,Medium,86,1491404.5358244868,31577.735988992794,19.790026877148563,2,0
222,19,Nakuru,0,Home,Female,Medium,100,2416030.0954468865,7233.952620109728,5.7639224246796665,5,1
223,59,Kisumu,2,Home,Male,Medium,16,2204271.64192912,48778.422086401726,0.5774532740999927,5,0
224,62,Nairobi,0,Auto,Male,Medium,62,1799677.6614723362,28876.082467666314,16.352581461205688,4,0
225,79,Kisumu,0,Home,Female,Medium,77,2324828.8150233324,35222.30435122254,0.8659415509993362,1,0
226,74,Nairobi,0,Home,Male,Medium,51,3010206.1328038634,19239.369713607317,19.485195709786186,0,0
227,70,Mombasa,1,Home,Female,Medium,88,3139787.034694545,22671.658284613342,11.999119285461122,3,1
228,23,Kisumu,0,Auto,Male,Low,38,4205893.947387267,36891.443518404485,8.786056911659482,3,0
229,45,Mombasa,1,Health,Female,Medium,114,3298796.043837634,43401.81134491053,14.651562577664334,1,0
230,45,Nakuru,3,Home,Female,High,92,4353403.939523369,48063.04529374648,14.316740189909563,0,0
231,61,Nairobi,0,Health,Male,Low,106,3300234.5482979366,49509.362274409075,7.7704828576037155,3,0
232,61,Kisumu,3,Auto,Male,Low,65,1782889.6287445496,30167.188971527503,4.2788160904740735,2,0
233,37,Nakuru,0,Auto,Female,Low,86,3172811.4923361926,5285.062549313105,16.898276958376385,0,0
234,47,Mombasa,0,Health,Male,Low,20,3658647.0475644334,29343.254075032903,18.439508600194493,5,0
235,79,Kisumu,1,Home,Male,Medium,22,3443989.207155928,11016.59748631891,19.897217608913415,4,0
236,28,Nakuru,0,Auto,Female,Low,18,4257066.112141943,32768.59710278861,7.2648822019491455,2,0
237,75,Nairobi,0,Auto,Male,High,112,4532611.210614234,17447.914677867248,11.538516277491901,5,0
238,72,Nakuru,3,Auto,Female,Low,81,1709298.5928638116,26584.84851791229,19.621058604145023,2,0
239,45,Nairobi,1,Health,Female,High,41,440653.3481565911,33385.91026875883,8.249393175444652,2,0
240,42,Kisumu,0,Auto,Male,Low,104,3299232.9772530985,45507.41571273746,15.809737843667763,1,0
241,56,Eldoret,2,Health,Female,Medium,106,595800.1257992254,39843.79199677729,18.79512532358432,1,0
242,79,Nairobi,0,Auto,Male,Low,98,4425712.864558942,2035.628314888837,3.7092106266060987,3,0
243,50,Kisumu,3,Auto,Male,High,88,4119714.6576908636,8497.211100517172,14.491270367332948,5,0
244,18,Nairobi,2,Home,Female,Medium,48,3581962.7284683357,43568.60547804956,14.05839511150484,3,0
245,74,Nakuru,0,Health,Male,Low,87,4634571.254944362,37417.960856991915,7.779148915547993,3,0
246,44,Eldoret,1,Home,Female,Low,56,4441556.245220262,8246.425322969635,19.619971578584227,1,0
247,79,Mombasa,0,Home,Male,Low,93,4618520.448484369,29857.031649085686,17.33670914966734,0,0
248,74,Kisumu,0,Home,Male,Low,87,3690452.2243194534,29791.953035312923,19.88545641473271,4,0
249,69,Eldoret,0,Auto,Male,Low,78,1873859.035495615,38971.17864882731,11.001490980031004,4,0
250,30,Nairobi,2,Home,Female,Low,59,286336.54604157584,40857.353967949224,4.4431175048678595,0,0
251,58,Kisumu,1,Auto,Male,High,111,354724.87852108566,34025.31042383288,5.586657785758485,1,0
252,20,Mombasa,0,Health,Male,High,92,3976070.715208069,35947.895947777404,15.83070600565003,4,0
253,56,Nairobi,1,Home,Male,Medium,21,997331.615123235,33667.84508449843,7.2322019262243975,2,0
254,23,Nairobi,1,Home,Female,High,24,1599814.8356876748,8398.442414421268,4.299218088414767,2,0
255,25,Nairobi,0,Auto,Male,Low,71,2951227.819832979,34543.64813575545,18.43772489901688,3,0
256,44,Nairobi,2,Auto,Female,Low,34,698900.5480294585,24085.089995638078,6.819373214874869,3,0
257,26,Eldoret,0,Home,Male,Low,41,4927374.9697971195,48912.125534802886,1.6325320306196356,5,0
258,79,Kisumu,0,Auto,Female,Low,72,4094658.3851517923,35733.151888965476,11.33083141463689,2,0
259,54,Mombasa,0,Auto,Female,High,39,2944318.4960422833,19332.480504365794,11.004434229475708,0,0
260,50,Nairobi,0,Auto,Female,Medium,34,4546871.218691311,45592.536863025234,8.446383527273687,2,0
261,68,Nairobi,1,Home,Male,Low,80,2493175.270304161,12288.60116080654,8.928022135054658,5,0
262,59,Nairobi,0,Health,Male,Medium,60,4489887.208640308,23903.811330122542,4.395229088640855,0,0
263,61,Mombasa,0,Auto,Female,Low,41,4138601.947105468,4117.734136604264,5.916498313759206,2,0
264,41,Mombasa,0,Home,Male,Low,84,119712.43787257576,31806.897767176524,9.731224008225585,0,0
265,32,Nakuru,1,Auto,Female,Low,109,3993855.0783230052,28368.715147153525,19.442537624268326,1,0
